year,round,region,seed_1,team_1,score_1,seed_2,team_2,score_2,winner
2014,R32,Region_3,12,Stephen F. Austin,60.0,4,UCLA,77.0,UCLA
2014,R32,Region_3,11,Dayton,55.0,3,Syracuse,53.0,Dayton
2014,R32,Region_3,10,Stanford,60.0,2,Kansas,57.0,Stanford
2014,S16,Region_3,1,Florida,79.0,4,UCLA,68.0,Florida
2014,S16,Region_3,11,Dayton,82.0,10,Stanford,72.0,Dayton
2014,E8,Region_3,1,Florida,62.0,11,Dayton,52.0,Florida
2014,R64,Region_4,1,Arizona,68.0,16,Weber State,59.0,Arizona
2014,R64,Region_4,8,Gonzaga,85.0,9,Oklahoma State,77.0,Gonzaga
2014,R64,Region_4,5,Oklahoma,75.0,12,North Dakota State,80.0,North Dakota State
2014,R64,Region_4,4,San Diego State,73.0,13,New Mexico State,69.0,San Diego State
2014,R64,Region_4,6,Baylor,74.0,11,Nebraska,60.0,Baylor
2014,R64,Region_4,3,Creighton,76.0,14,Louisiana,66.0,Creighton
2014,R64,Region_4,7,Oregon,87.0,10,BYU,68.0,Oregon
2014,R64,Region_4,2,Wisconsin,75.0,15,American,35.0,Wisconsin
2014,R32,Region_4,1,Arizona,84.0,8,Gonzaga,61.0,Arizona
2014,R32,Region_4,12,North Dakota State,44.0,4,San Diego State,63.0,San Diego State
2014,R32,Region_4,6,Baylor,85.0,3,Creighton,55.0,Baylor
2014,R32,Region_4,7,Oregon,77.0,2,Wisconsin,85.0,Wisconsin
2014,S16,Region_4,1,Arizona,70.0,4,San Diego State,64.0,Arizona
2014,S16,Region_4,6,Baylor,52.0,2,Wisconsin,69.0,Wisconsin
2014,E8,Region_4,1,Arizona,63.0,2,Wisconsin,64.0,Wisconsin
2014,F4,Final Four,7,UConn,63.0,1,Florida,53.0,UConn
2014,F4,Final Four,8,Kentucky,74.0,2,Wisconsin,73.0,Kentucky
2014,Championship,Final Four,7,UConn,60.0,8,Kentucky,54.0,UConn
2015,R64,Region_1,1,Villanova,93.0,16,Lafayette,52.0,Villanova
2015,R64,Region_1,8,NC State,66.0,9,LSU,65.0,NC State
2015,R64,Region_1,5,Northern Iowa,71.0,12,Wyoming,54.0,Northern Iowa
2015,R64,Region_1,4,Louisville,57.0,13,UC-Irvine,55.0,Louisville
2015,R64,Region_1,6,Providence,53.0,11,Dayton,66.0,Dayton
2015,R64,Region_1,3,Oklahoma,69.0,14,Albany (NY),60.0,Oklahoma
2015,R64,Region_1,7,Michigan State,70.0,10,Georgia,63.0,Michigan State
2015,R64,Region_1,2,Virginia,79.0,15,Belmont,67.0,Virginia
2015,R32,Region_1,1,Villanova,68.0,8,NC State,71.0,NC State
2015,R32,Region_1,5,Northern Iowa,53.0,4,Louisville,66.0,Louisville
2015,R32,Region_1,11,Dayton,66.0,3,Oklahoma,72.0,Oklahoma
2015,R32,Region_1,7,Michigan State,60.0,2,Virginia,54.0,Michigan State
2015,S16,Region_1,8,NC State,65.0,4,Louisville,75.0,Louisville
2015,S16,Region_1,3,Oklahoma,58.0,7,Michigan State,62.0,Michigan State
2015,E8,Region_1,4,Louisville,70.0,7,Michigan State,76.0,Michigan State
2015,R64,Region_2,1,Kentucky,79.0,16,Hampton,56.0,Kentucky
2015,R64,Region_2,8,Cincinnati,66.0,9,Purdue,65.0,Cincinnati
2015,R64,Region_2,5,West Virginia,68.0,12,Buffalo,62.0,West Virginia
2015,R64,Region_2,4,Maryland,65.0,13,Valparaiso,62.0,Maryland
2015,R64,Region_2,6,Butler,56.0,11,Texas,48.0,Butler
2015,R64,Region_2,3,Notre Dame,69.0,14,Northeastern,65.0,Notre Dame
2015,R64,Region_2,7,Wichita State,81.0,10,Indiana,76.0,Wichita State
2015,R64,Region_2,2,Kansas,75.0,15,New Mexico State,56.0,Kansas
2015,R32,Region_2,1,Kentucky,64.0,8,Cincinnati,51.0,Kentucky
2015,R32,Region_2,5,West Virginia,69.0,4,Maryland,59.0,West Virginia
2015,R32,Region_2,6,Butler,64.0,3,Notre Dame,67.0,Notre Dame
2015,R32,Region_2,7,Wichita State,78.0,2,Kansas,65.0,Wichita State
2015,S16,Region_2,1,Kentucky,78.0,5,West Virginia,39.0,Kentucky
2015,S16,Region_2,3,Notre Dame,81.0,7,Wichita State,70.0,Notre Dame
2015,E8,Region_2,1,Kentucky,68.0,3,Notre Dame,66.0,Kentucky
2015,R64,Region_3,1,Duke,85.0,16,Robert Morris,56.0,Duke
2015,R64,Region_3,8,San Diego State,76.0,9,St. John's (NY),64.0,San Diego State
2015,R64,Region_3,5,Utah,57.0,12,Stephen F. Austin,50.0,Utah
2015,R64,Region_3,4,Georgetown,84.0,13,Eastern Washington,74.0,Georgetown
2015,R64,Region_3,6,SMU,59.0,11,UCLA,60.0,UCLA
2015,R64,Region_3,3,Iowa State,59.0,14,UAB,60.0,UAB
2015,R64,Region_3,7,Iowa,83.0,10,Davidson,52.0,Iowa
2015,R64,Region_3,2,Gonzaga,86.0,15,North Dakota State,76.0,Gonzaga
2015,R32,Region_3,1,Duke,68.0,8,San Diego State,49.0,Duke
2015,R32,Region_3,5,Utah,75.0,4,Georgetown,64.0,Utah
2015,R32,Region_3,11,UCLA,92.0,14,UAB,75.0,UCLA
2015,R32,Region_3,7,Iowa,68.0,2,Gonzaga,87.0,Gonzaga
2015,S16,Region_3,1,Duke,63.0,5,Utah,57.0,Duke
2015,S16,Region_3,11,UCLA,62.0,2,Gonzaga,74.0,Gonzaga
2015,E8,Region_3,1,Duke,66.0,2,Gonzaga,52.0,Duke
2015,R64,Region_4,1,Wisconsin,86.0,16,Coastal Carolina,72.0,Wisconsin
2015,R64,Region_4,8,Oregon,79.0,9,Oklahoma State,73.0,Oregon
2015,R64,Region_4,5,Arkansas,56.0,12,Wofford,53.0,Arkansas
2015,R64,Region_4,4,UNC,67.0,13,Harvard,65.0,UNC
2015,R64,Region_4,6,Xavier,76.0,11,Ole Miss,57.0,Xavier
2015,R64,Region_4,3,Baylor,56.0,14,Georgia State,57.0,Georgia State
2015,R64,Region_4,7,VCU,72.0,10,Ohio State,75.0,Ohio State
2015,R64,Region_4,2,Arizona,93.0,15,Texas Southern,72.0,Arizona
2015,R32,Region_4,1,Wisconsin,72.0,8,Oregon,65.0,Wisconsin
2015,R32,Region_4,5,Arkansas,78.0,4,UNC,87.0,UNC
2015,R32,Region_4,6,Xavier,75.0,14,Georgia State,67.0,Xavier
2015,R32,Region_4,10,Ohio State,58.0,2,Arizona,73.0,Arizona
2015,S16,Region_4,1,Wisconsin,79.0,4,UNC,72.0,Wisconsin
2015,S16,Region_4,6,Xavier,60.0,2,Arizona,68.0,Arizona
2015,E8,Region_4,1,Wisconsin,85.0,2,Arizona,78.0,Wisconsin
2015,F4,Final Four,7,Michigan State,61.0,1,Duke,81.0,Duke
2015,F4,Final Four,1,Kentucky,64.0,1,Wisconsin,71.0,Wisconsin
2015,Championship,Final Four,1,Duke,68.0,1,Wisconsin,63.0,Duke
2016,R64,Region_1,1,UNC,83.0,16,Florida Gulf Coast,67.0,UNC
2016,R64,Region_1,8,USC,69.0,9,Providence,70.0,Providence
2016,R64,Region_1,5,Indiana,99.0,12,Chattanooga,74.0,Indiana
2016,R64,Region_1,4,Kentucky,85.0,13,Stony Brook,57.0,Kentucky
2016,R64,Region_1,6,Notre Dame,70.0,11,Michigan,63.0,Notre Dame
2016,R64,Region_1,3,West Virginia,56.0,14,Stephen F. Austin,70.0,Stephen F. Austin
2016,R64,Region_1,7,Wisconsin,47.0,10,Pitt,43.0,Wisconsin
2016,R64,Region_1,2,Xavier,71.0,15,Weber State,53.0,Xavier
2016,R32,Region_1,1,UNC,85.0,9,Providence,66.0,UNC
2016,R32,Region_1,5,Indiana,73.0,4,Kentucky,67.0,Indiana
2016,R32,Region_1,6,Notre Dame,76.0,14,Stephen F. Austin,75.0,Notre Dame
2016,R32,Region_1,7,Wisconsin,66.0,2,Xavier,63.0,Wisconsin
2016,S16,Region_1,1,UNC,101.0,5,Indiana,86.0,UNC
2016,S16,Region_1,6,Notre Dame,61.0,7,Wisconsin,56.0,Notre Dame
2016,E8,Region_1,1,UNC,88.0,6,Notre Dame,74.0,UNC
2016,R64,Region_2,1,Virginia,81.0,16,Hampton,45.0,Virginia
2016,R64,Region_2,8,Texas Tech,61.0,9,Butler,71.0,Butler
2016,R64,Region_2,5,Purdue,83.0,12,Little Rock,85.0,Little Rock
2016,R64,Region_2,4,Iowa State,94.0,13,Iona,81.0,Iowa State
2016,R64,Region_2,6,Seton Hall,52.0,11,Gonzaga,68.0,Gonzaga
2016,R64,Region_2,3,Utah,80.0,14,Fresno State,69.0,Utah
2016,R64,Region_2,7,Dayton,51.0,10,Syracuse,70.0,Syracuse
2016,R64,Region_2,2,Michigan State,81.0,15,Middle Tennessee,90.0,Middle Tennessee
2016,R32,Region_2,1,Virginia,77.0,9,Butler,69.0,Virginia
2016,R32,Region_2,12,Little Rock,61.0,4,Iowa State,78.0,Iowa State
2016,R32,Region_2,11,Gonzaga,82.0,3,Utah,59.0,Gonzaga
2016,R32,Region_2,10,Syracuse,75.0,15,Middle Tennessee,50.0,Syracuse
2016,S16,Region_2,1,Virginia,84.0,4,Iowa State,71.0,Virginia
2016,S16,Region_2,11,Gonzaga,60.0,10,Syracuse,63.0,Syracuse
2016,E8,Region_2,1,Virginia,62.0,10,Syracuse,68.0,Syracuse
2016,R64,Region_3,1,Kansas,105.0,16,Austin Peay,79.0,Kansas
2016,R64,Region_3,8,Colorado,67.0,9,UConn,74.0,UConn
2016,R64,Region_3,5,Maryland,79.0,12,South Dakota State,74.0,Maryland
2016,R64,Region_3,4,California,66.0,13,Hawaii,77.0,Hawaii
2016,R64,Region_3,6,Arizona,55.0,11,Wichita State,65.0,Wichita State
2016,R64,Region_3,3,Miami (FL),79.0,14,Buffalo,72.0,Miami (FL)
2016,R64,Region_3,7,Iowa,72.0,10,Temple,70.0,Iowa
2016,R64,Region_3,2,Villanova,86.0,15,UNC Asheville,56.0,Villanova
2016,R32,Region_3,1,Kansas,73.0,9,UConn,61.0,Kansas
2016,R32,Region_3,5,Maryland,73.0,13,Hawaii,60.0,Maryland
2016,R32,Region_3,11,Wichita State,57.0,3,Miami (FL),65.0,Miami (FL)
2016,R32,Region_3,7,Iowa,68.0,2,Villanova,87.0,Villanova
2016,S16,Region_3,1,Kansas,79.0,5,Maryland,63.0,Kansas
2016,S16,Region_3,3,Miami (FL),69.0,2,Villanova,92.0,Villanova
2016,E8,Region_3,1,Kansas,59.0,2,Villanova,64.0,Villanova
2016,R64,Region_4,1,Oregon,91.0,16,Holy Cross,52.0,Oregon
2016,R64,Region_4,8,St. Joseph's,78.0,9,Cincinnati,76.0,St. Joseph's
2016,R64,Region_4,5,Baylor,75.0,12,Yale,79.0,Yale
2016,R64,Region_4,4,Duke,93.0,13,UNC Wilmington,85.0,Duke
2016,R64,Region_4,6,Texas,72.0,11,Northern Iowa,75.0,Northern Iowa
2016,R64,Region_4,3,Texas A&M,92.0,14,Green Bay,65.0,Texas A&M
2016,R64,Region_4,7,Oregon State,67.0,10,VCU,75.0,VCU
2016,R64,Region_4,2,Oklahoma,82.0,15,Cal State Bakersfield,68.0,Oklahoma
2016,R32,Region_4,1,Oregon,69.0,8,St. Joseph's,64.0,Oregon
2016,R32,Region_4,12,Yale,64.0,4,Duke,71.0,Duke
2016,R32,Region_4,11,Northern Iowa,88.0,3,Texas A&M,92.0,Texas A&M
2016,R32,Region_4,10,VCU,81.0,2,Oklahoma,85.0,Oklahoma
2016,S16,Region_4,1,Oregon,82.0,4,Duke,68.0,Oregon
2016,S16,Region_4,3,Texas A&M,63.0,2,Oklahoma,77.0,Oklahoma
2016,E8,Region_4,1,Oregon,68.0,2,Oklahoma,80.0,Oklahoma
2016,F4,Final Four,1,UNC,83.0,10,Syracuse,66.0,UNC
2016,F4,Final Four,2,Villanova,95.0,2,Oklahoma,51.0,Villanova
2016,Championship,Final Four,1,UNC,74.0,2,Villanova,77.0,Villanova
2017,R64,Region_1,1,Villanova,76.0,16,Mount St. Mary's,56.0,Villanova
2017,R64,Region_1,8,Wisconsin,84.0,9,Virginia Tech,74.0,Wisconsin
2017,R64,Region_1,5,Virginia,76.0,12,UNC Wilmington,71.0,Virginia
2017,R64,Region_1,4,Florida,80.0,13,ETSU,65.0,Florida
2017,R64,Region_1,6,SMU,65.0,11,USC,66.0,USC
2017,R64,Region_1,3,Baylor,91.0,14,New Mexico State,73.0,Baylor
2017,R64,Region_1,7,South Carolina,93.0,10,Marquette,73.0,South Carolina
2017,R64,Region_1,2,Duke,87.0,15,Troy,65.0,Duke
2017,R32,Region_1,1,Villanova,62.0,8,Wisconsin,65.0,Wisconsin
2017,R32,Region_1,5,Virginia,39.0,4,Florida,65.0,Florida
2017,R32,Region_1,11,USC,78.0,3,Baylor,82.0,Baylor
2017,R32,Region_1,7,South Carolina,88.0,2,Duke,81.0,South Carolina
2017,S16,Region_1,8,Wisconsin,83.0,4,Florida,84.0,Florida
2017,S16,Region_1,3,Baylor,50.0,7,South Carolina,70.0,South Carolina
2017,E8,Region_1,4,Florida,70.0,7,South Carolina,77.0,South Carolina
2017,R64,Region_2,1,Kansas,100.0,16,UC-Davis,62.0,Kansas
2017,R64,Region_2,8,Miami (FL),58.0,9,Michigan State,78.0,Michigan State
2017,R64,Region_2,5,Iowa State,84.0,12,Nevada,73.0,Iowa State
2017,R64,Region_2,4,Purdue,80.0,13,Vermont,70.0,Purdue
2017,R64,Region_2,6,Creighton,72.0,11,Rhode Island,84.0,Rhode Island
2017,R64,Region_2,3,Oregon,93.0,14,Iona,77.0,Oregon
2017,R64,Region_2,7,Michigan,92.0,10,Oklahoma State,91.0,Michigan
2017,R64,Region_2,2,Louisville,78.0,15,Jacksonville State,63.0,Louisville
2017,R32,Region_2,1,Kansas,90.0,9,Michigan State,70.0,Kansas
2017,R32,Region_2,5,Iowa State,76.0,4,Purdue,80.0,Purdue
2017,R32,Region_2,11,Rhode Island,72.0,3,Oregon,75.0,Oregon
2017,R32,Region_2,7,Michigan,73.0,2,Louisville,69.0,Michigan
2017,S16,Region_2,1,Kansas,98.0,4,Purdue,66.0,Kansas
2017,S16,Region_2,3,Oregon,69.0,7,Michigan,68.0,Oregon
2017,E8,Region_2,1,Kansas,60.0,3,Oregon,74.0,Oregon
2017,R64,Region_3,1,UNC,103.0,16,Texas Southern,64.0,UNC
2017,R64,Region_3,8,Arkansas,77.0,9,Seton Hall,71.0,Arkansas
2017,R64,Region_3,5,Minnesota,72.0,12,Middle Tennessee,81.0,Middle Tennessee
2017,R64,Region_3,4,Butler,76.0,13,Winthrop,64.0,Butler
2017,R64,Region_3,6,Cincinnati,75.0,11,Kansas State,61.0,Cincinnati
2017,R64,Region_3,3,UCLA,97.0,14,Kent State,80.0,UCLA
2017,R64,Region_3,7,Dayton,58.0,10,Wichita State,64.0,Wichita State
2017,R64,Region_3,2,Kentucky,79.0,15,Northern Kentucky,70.0,Kentucky
2017,R32,Region_3,1,UNC,72.0,8,Arkansas,65.0,UNC
2017,R32,Region_3,12,Middle Tennessee,65.0,4,Butler,74.0,Butler
2017,R32,Region_3,6,Cincinnati,67.0,3,UCLA,79.0,UCLA
2017,R32,Region_3,10,Wichita State,62.0,2,Kentucky,65.0,Kentucky
2017,S16,Region_3,1,UNC,92.0,4,Butler,80.0,UNC
2017,S16,Region_3,3,UCLA,75.0,2,Kentucky,86.0,Kentucky
2017,E8,Region_3,1,UNC,75.0,2,Kentucky,73.0,UNC
2017,R64,Region_4,1,Gonzaga,66.0,16,South Dakota State,46.0,Gonzaga
2017,R64,Region_4,8,Northwestern,68.0,9,Vanderbilt,66.0,Northwestern
2017,R64,Region_4,5,Notre Dame,60.0,12,Princeton,58.0,Notre Dame
2017,R64,Region_4,4,West Virginia,86.0,13,Bucknell,80.0,West Virginia
2017,R64,Region_4,6,Maryland,65.0,11,Xavier,76.0,Xavier
2017,R64,Region_4,3,Florida State,86.0,14,Florida Gulf Coast,80.0,Florida State
2017,R64,Region_4,7,Saint Mary's,85.0,10,VCU,77.0,Saint Mary's
2017,R64,Region_4,2,Arizona,100.0,15,North Dakota,82.0,Arizona
2017,R32,Region_4,1,Gonzaga,79.0,8,Northwestern,73.0,Gonzaga
2017,R32,Region_4,5,Notre Dame,71.0,4,West Virginia,83.0,West Virginia
2017,R32,Region_4,11,Xavier,91.0,3,Florida State,66.0,Xavier
2017,R32,Region_4,7,Saint Mary's,60.0,2,Arizona,69.0,Arizona
2017,S16,Region_4,1,Gonzaga,61.0,4,West Virginia,58.0,Gonzaga
2017,S16,Region_4,11,Xavier,73.0,2,Arizona,71.0,Xavier
2017,E8,Region_4,1,Gonzaga,83.0,11,Xavier,59.0,Gonzaga
2017,F4,Final Four,7,South Carolina,73.0,1,Gonzaga,77.0,Gonzaga
2017,F4,Final Four,3,Oregon,76.0,1,UNC,77.0,UNC
2017,Championship,Final Four,1,Gonzaga,65.0,1,UNC,71.0,UNC
2018,R64,Region_1,1,Villanova,87.0,16,Radford,61.0,Villanova
2018,R64,Region_1,8,Virginia Tech,83.0,9,Alabama,86.0,Alabama
2018,R64,Region_1,5,West Virginia,85.0,12,Murray State,68.0,West Virginia
2018,R64,Region_1,4,Wichita State,75.0,13,Marshall,81.0,Marshall
2018,R64,Region_1,6,Florida,77.0,11,St. Bonaventure,62.0,Florida
2018,R64,Region_1,3,Texas Tech,70.0,14,Stephen F. Austin,60.0,Texas Tech
2018,R64,Region_1,7,Arkansas,62.0,10,Butler,79.0,Butler
2018,R64,Region_1,2,Purdue,74.0,15,Cal State Fullerton,48.0,Purdue
2018,R32,Region_1,1,Villanova,81.0,9,Alabama,58.0,Villanova
2018,R32,Region_1,5,West Virginia,94.0,13,Marshall,71.0,West Virginia
2018,R32,Region_1,6,Florida,66.0,3,Texas Tech,69.0,Texas Tech
2018,R32,Region_1,10,Butler,73.0,2,Purdue,76.0,Purdue
2018,S16,Region_1,1,Villanova,90.0,5,West Virginia,78.0,Villanova
2018,S16,Region_1,3,Texas Tech,78.0,2,Purdue,65.0,Texas Tech
2018,E8,Region_1,1,Villanova,71.0,3,Texas Tech,59.0,Villanova
2018,R64,Region_2,1,Kansas,76.0,16,Penn,60.0,Kansas
2018,R64,Region_2,8,Seton Hall,94.0,9,NC State,83.0,Seton Hall
2018,R64,Region_2,5,Clemson,79.0,12,New Mexico State,68.0,Clemson
2018,R64,Region_2,4,Auburn,62.0,13,College of Charleston,58.0,Auburn
2018,R64,Region_2,6,TCU,52.0,11,Syracuse,57.0,Syracuse
2018,R64,Region_2,3,Michigan State,82.0,14,Bucknell,78.0,Michigan State
2018,R64,Region_2,7,Rhode Island,83.0,10,Oklahoma,78.0,Rhode Island
2018,R64,Region_2,2,Duke,89.0,15,Iona,67.0,Duke
2018,R32,Region_2,1,Kansas,83.0,8,Seton Hall,79.0,Kansas
2018,R32,Region_2,5,Clemson,84.0,4,Auburn,53.0,Clemson
2018,R32,Region_2,11,Syracuse,55.0,3,Michigan State,53.0,Syracuse
2018,R32,Region_2,7,Rhode Island,62.0,2,Duke,87.0,Duke
2018,S16,Region_2,1,Kansas,80.0,5,Clemson,76.0,Kansas
2018,S16,Region_2,11,Syracuse,65.0,2,Duke,69.0,Duke
2018,E8,Region_2,1,Kansas,85.0,2,Duke,81.0,Kansas
2018,R64,Region_3,1,Virginia,54.0,16,UMBC,74.0,UMBC
2018,R64,Region_3,8,Creighton,59.0,9,Kansas State,69.0,Kansas State
2018,R64,Region_3,5,Kentucky,78.0,12,Davidson,73.0,Kentucky
2018,R64,Region_3,4,Arizona,68.0,13,Buffalo,89.0,Buffalo
2018,R64,Region_3,6,Miami (FL),62.0,11,Loyola (IL),64.0,Loyola (IL)
2018,R64,Region_3,3,Tennessee,73.0,14,Wright State,47.0,Tennessee
2018,R64,Region_3,7,Nevada,87.0,10,Texas,83.0,Nevada
2018,R64,Region_3,2,Cincinnati,68.0,15,Georgia State,53.0,Cincinnati
2018,R32,Region_3,16,UMBC,43.0,9,Kansas State,50.0,Kansas State
2018,R32,Region_3,5,Kentucky,95.0,13,Buffalo,75.0,Kentucky
2018,R32,Region_3,11,Loyola (IL),63.0,3,Tennessee,62.0,Loyola (IL)
2018,R32,Region_3,7,Nevada,75.0,2,Cincinnati,73.0,Nevada
2018,S16,Region_3,9,Kansas State,61.0,5,Kentucky,58.0,Kansas State
2018,S16,Region_3,11,Loyola (IL),69.0,7,Nevada,68.0,Loyola (IL)
2018,E8,Region_3,9,Kansas State,62.0,11,Loyola (IL),78.0,Loyola (IL)
2018,R64,Region_4,1,Xavier,102.0,16,Texas Southern,83.0,Xavier
2018,R64,Region_4,8,Missouri,54.0,9,Florida State,67.0,Florida State
2018,R64,Region_4,5,Ohio State,81.0,12,South Dakota State,73.0,Ohio State
2018,R64,Region_4,4,Gonzaga,68.0,13,UNC Greensboro,64.0,Gonzaga
2018,R64,Region_4,6,Houston,67.0,11,San Diego State,65.0,Houston
2018,R64,Region_4,3,Michigan,61.0,14,Montana,47.0,Michigan
2018,R64,Region_4,7,Texas A&M,73.0,10,Providence,69.0,Texas A&M
2018,R64,Region_4,2,UNC,84.0,15,Lipscomb,66.0,UNC
2018,R32,Region_4,1,Xavier,70.0,9,Florida State,75.0,Florida State
2018,R32,Region_4,5,Ohio State,84.0,4,Gonzaga,90.0,Gonzaga
2018,R32,Region_4,6,Houston,63.0,3,Michigan,64.0,Michigan
2018,R32,Region_4,7,Texas A&M,86.0,2,UNC,65.0,Texas A&M
2018,S16,Region_4,9,Florida State,75.0,4,Gonzaga,60.0,Florida State
2018,S16,Region_4,3,Michigan,99.0,7,Texas A&M,72.0,Michigan
2018,E8,Region_4,9,Florida State,54.0,3,Michigan,58.0,Michigan
2018,F4,Final Four,1,Villanova,95.0,1,Kansas,79.0,Villanova
2018,F4,Final Four,11,Loyola (IL),57.0,3,Michigan,69.0,Michigan
2018,Championship,Final Four,1,Villanova,79.0,3,Michigan,62.0,Villanova
2019,R64,Region_1,1,Duke,85.0,16,North Dakota State,62.0,Duke
2019,R64,Region_1,8,VCU,58.0,9,UCF,73.0,UCF
2019,R64,Region_1,5,Mississippi State,76.0,12,Liberty,80.0,Liberty
2019,R64,Region_1,4,Virginia Tech,66.0,13,Saint Louis,52.0,Virginia Tech
2019,R64,Region_1,6,Maryland,79.0,11,Belmont,77.0,Maryland
2019,R64,Region_1,3,LSU,79.0,14,Yale,74.0,LSU
2019,R64,Region_1,7,Louisville,76.0,10,Minnesota,86.0,Minnesota
2019,R64,Region_1,2,Michigan State,76.0,15,Bradley,65.0,Michigan State
2019,R32,Region_1,1,Duke,77.0,9,UCF,76.0,Duke
2019,R32,Region_1,12,Liberty,58.0,4,Virginia Tech,67.0,Virginia Tech
2019,R32,Region_1,6,Maryland,67.0,3,LSU,69.0,LSU
2019,R32,Region_1,10,Minnesota,50.0,2,Michigan State,70.0,Michigan State
2019,S16,Region_1,1,Duke,75.0,4,Virginia Tech,73.0,Duke
2019,S16,Region_1,3,LSU,63.0,2,Michigan State,80.0,Michigan State
2019,E8,Region_1,1,Duke,67.0,2,Michigan State,68.0,Michigan State
2019,R64,Region_2,1,UNC,88.0,16,Iona,73.0,UNC
2019,R64,Region_2,8,Utah State,61.0,9,Washington,78.0,Washington
2019,R64,Region_2,5,Auburn,78.0,12,New Mexico State,77.0,Auburn
